alpha,valence,seed,proto_id,well_depth,proto_distance,gru_ih_norm,gru_hh_norm,proto_g_0,proto_g_1,proto_g_2,proto_g_3,proto_g_4,proto_g_5,proto_g_6,proto_g_7,proto_g_8,proto_g_9,proto_g_10,proto_g_11
0.5,SSSS,0,0,4.222937786835246e-05,8.46653938293457,7.8723673820495605,7.507428169250488,0.8208856582641602,1.3533037900924683,-1.4090756177902222,-0.892127275466919,-0.021957196295261383,1.3564400672912598,-0.13455940783023834,1.8972282409667969,-1.1893564462661743,-0.17993363738059998,2.6379623413085938,-1.423824667930603
0.5,SSSS,0,1,4.222937786835246e-05,8.46653938293457,7.8723673820495605,7.507428169250488,-0.7789266705513,-1.3851398229599,0.49003633856773376,0.5956074595451355,1.160735845565796,-0.8709689974784851,-0.7158195376396179,-2.2999401092529297,0.624468207359314,-0.13669025897979736,-1.5556695461273193,1.8336677551269531
0.5,SSSS,1,0,2.1725427359342575e-05,8.298672676086426,8.082314491271973,7.4137773513793945,-0.37897342443466187,0.6618543267250061,-1.4046244621276855,-1.2977873086929321,0.25690025091171265,0.8205289840698242,-0.9637527465820312,1.3109804391860962,-0.04506819322705269,-1.172088623046875,2.163177251815796,-1.6382347345352173
0.5,SSSS,1,1,2.1725427359342575e-05,8.298672676086426,8.082314491271973,7.4137773513793945,0.3203349709510803,-0.44501975178718567,0.9791234135627747,1.2313145399093628,1.6916728019714355,-0.5747005939483643,0.24330836534500122,-2.397022247314453,-0.6522915959358215,0.7576523423194885,-1.990457534790039,2.172058343887329
0.5,SSSS,2,0,5.813277675770223e-05,17.29094123840332,7.536036491394043,6.206788063049316,-5.7306599617004395,-4.681972503662109,-4.278144836425781,4.835987567901611,-5.072787284851074,5.314661026000977,5.488863468170166,-5.275332450866699,4.130369186401367,5.249821186065674,5.042329788208008,3.7099368572235107
0.5,SSSS,2,1,5.813277675770223e-05,17.29094123840332,7.536036491394043,6.206788063049316,-0.04798511415719986,0.009414177387952805,-0.17387332022190094,-0.1681201457977295,0.14067886769771576,0.05156935006380081,-0.23767785727977753,-0.0674930214881897,-0.17288699746131897,-0.199934720993042,0.036600902676582336,-0.12649671733379364
0.5,SSSS,3,0,1.4607659068133216e-05,10.99610424041748,7.665360450744629,7.388245582580566,-0.8252192139625549,1.019057273864746,-0.8980477452278137,-0.34853410720825195,1.1459294557571411,-0.6226723194122314,-1.1492760181427002,-1.178134560585022,1.1423802375793457,0.5934386849403381,-0.7889589667320251,1.0423840284347534
0.5,SSSS,3,1,1.4607659068133216e-05,10.99610424041748,7.665360450744629,7.388245582580566,1.8646376132965088,-1.553833246231079,1.6077996492385864,0.6366980671882629,-1.7119603157043457,2.480210781097412,1.4436670541763306,3.0192015171051025,-2.8354148864746094,-2.3731637001037598,3.204759120941162,-3.0927672386169434
0.5,SSSS,4,0,2.17213873838773e-05,8.683155059814453,8.305203437805176,6.796616554260254,0.7109327912330627,-1.1241899728775024,1.3217992782592773,0.6470794081687927,0.693973183631897,-0.9317370057106018,-1.2703474760055542,-2.023529529571533,-0.6427354216575623,0.49026089906692505,-1.4083808660507202,1.964747428894043
0.5,SSSS,4,1,2.17213873838773e-05,8.683155059814453,8.305203437805176,6.796616554260254,-0.7955841422080994,1.2753889560699463,-1.6022838354110718,-1.312275767326355,0.7503967881202698,1.327675223350525,0.12984707951545715,1.7493977546691895,0.3095490634441376,-1.0570658445358276,2.3356809616088867,-2.0796995162963867
0.5,SSSS,5,0,5.343800148693845e-05,17.27047348022461,7.403970241546631,6.240032196044922,-4.7452497482299805,-4.775498390197754,-5.109772205352783,4.747017860412598,-5.205532550811768,-5.60101842880249,-5.270731449127197,-4.973258018493652,4.778191089630127,-4.144463539123535,4.978215217590332,5.012438774108887
0.5,SSSS,5,1,5.343800148693845e-05,17.27047348022461,7.403970241546631,6.240032196044922,0.035673175007104874,0.11159434914588928,-0.06096448004245758,-0.056614603847265244,0.2454446405172348,0.14988011121749878,-0.1461818367242813,0.04701072350144386,-0.07751356810331345,-0.08812165260314941,0.14823395013809204,-0.02268383465707302
